ASIN,Date,User ID,MP,product_type,item_classification,brand,occasion,item_type_name,department,color,size,item_name,TRP 1,Comments,seller_data
B08NPBX32K,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BOACAY,"Business, Travel",Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:Brown, value:\ Coffee With Milk Brown (Large)",L,"Large Cosmetic & Makeup Bag, Zippered Pouch for Women & Girls, Travel Portable Organizer Suitable for Purse, Waterproof Toiletry Bag with Multiple Compartments for Makeup, Toiletries, Pencils",,,
B07PSKKWDS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Vagabond Bags Ltd,Travel,,,"standardized_values:Beige, value:Natural",L,"Vagabond Bags Mulberry Grey Large Cosmetic Bag,Natural",,,
B09RWMHNPL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,PROUSKY,"Business, Travel",,,Transparent-pink,,"1 Piece Clear Makeup Bag, Pink Rim Waterproof Toiletry Bag with Zipper Cosmetic Organizing Bag Vinyl Plastic Wash Bag PVC Transparent Travel Bag for Women on Vacation Business Trips Storage",,,
B06XT4PXMS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BestFire,,,,"standardized_values:Black, value:Black",,BestFire Professional Makeup Brush Bag Case Portable 22 Pockets Cosmetic Brush Holder Organizer with Artist Belt Strap PU Leather (Brushes Not Included),,,
B09PY25HT9,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YWQCASEYWQ,,,,"standardized_values:Gold, value:Gold",,"Vanity Case Nail Polishes Holder Makeup Box Travel Beauty Organiser Storage Box with Mirror, Lockable with Keys, Gold",,,
B07ZHCZRJ4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,EnViE Beauty,,,,"standardized_values:off-white, value:Cream",,Envie Travel Makeup Bag - Foldable Drawstring Cosmetics Organiser (Cream + Flamingo Design),,,
B07Q38B8YS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kare & Kind,,,,"standardized_values:Off-White, value:Off-white",4 Count (Pack of 1),"Kare & Kind Empty Deodorant Containers with Cap (4-Pack) - 75ml. - Top Fill with Twist Mechanism - 6 Writable Stickers - Refillable Cosmetic Tubes for Lip Balm, Solid Fragrance, Soap etc. - (White)",,,
B09X1PN6SY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Vavabox,,,,"standardized_values:White, value:50th",Gift for Birthday,50th Birthday Gifts for Women Makeup Bag Birthday Party Presents and Christmas Gifts for Her Funny 50th Gifts Idea(50th),,,
B08QD2NVVC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SPAHER,Travel,,Womens,"standardized_values:Purple, value:Purple",L,SPAHER 3 Pack Girls Women Toiletry Bag Organiser Makeup Cosmetics Set Waterproof Travel Wash Bag Handbag Packing Organizer Pouches Beauty Case Small Purse Gift for Women Girls,,,
B08P1TC1ZC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JunNeng,,,,C Pink B,One Size,"JunNeng Velvet Cosmetic Bag Makeup Bags for Women Girls Travel Makeup Organiser Beauty Bag with Brush Holder Toiletry Storage Bag, Pink B",,,
B08GRZCXVV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BOACAY,"Business, Travel",Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:Blue, value:.Violet Blue (Small)",S,"Small Hanging Travel Toiletry Wash Bag for Women, Men, and Kids, Bathroom, and Shower Organiser Kit with Elastic Band Holders for Toiletries, Cosmetics, Makeup, Brushes, Accessories",,,
B085DYF6JQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Celucke,"Business, Travel",,unisex-adult,"standardized_values:Black, value:Black",,Celucke Hanging Toiletry Bag Travel Cosmetic Kit Large Essentials Organizer Waterproof,,,
B09W29MXSS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Roffatide,Travel,,Womens,"standardized_values:White, value:White",One Size,Roffatide Anime Sailor Moon Make up Organizator Bag Travelling Cute Cosmetic Bag Water-Resistant Toiletry Bag with Hanging Hook,,,
B09C61H443,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Relavel,,,,"standardized_values:Black, value:Black",XS,Relavel Makeup Bag Travel Makeup Train Case Makeup Cosmetic Case Organiser Portable Artist Storage Bag with Adjustable Dividers for Cosmetics Makeup Brushes Toiletry Jewelry Digital Accessories,,,
B09TSVRRBX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Mommy Hospital Survival Bag,,Mommy Hospital Survival Bag Gift for Mom Diaper Bag Pregnancy Gift New Mom Gift Mothers Day Gift (Mommy Hospital Survival Bag),,,
B08LH1Y9HW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CERD�� LIFE'S LITTLE MOMENTS,,LOL Suprise Toilet Bag - Official Star Wars Licensed,Unisex children,"standardized_values:multicolour, value:Multicoloured",Estandar,"CERD�� LIFE'S LITTLE MOMENTS LOL Suprise Toilet Bag-Official Star Wars Licensed, 100% PVC, Multicoloured, Estandar",,,
B08LPV5VWV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,KARACTERMANIA,,BAG,Unisex Kids,"standardized_values:Multicolour, value:Multicolour",Un tama��o,Dragon Ball Vintage-Brick Toiletry Bag,,,
B08YYW7FPL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TSOTMO,,Travel Accessory- Cosmetic Bag,womens,My Son,,"TSOTMO Daughter in Law Gift Wedding Gift��Cosmetic Bag Bride Bridal Gift Giving Away My Son is Not an Easy Thing to Do,but if i must i'm lucky to be giving him to you Makeup Bag (My Son)",,,
B091GHL6JY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JTOUK,,,,"standardized_values:Beige, value:Sponsor Bag Eu",M,Sponsor Gift Sponsor Appreciation Gift AA NA Addiction Recovery Gift for Sponsor Zipper Pouch Cosmetics Bag (Sponsor Bag EU),,,
B092PYTXZS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,Travel Accessory- Cosmetic Bag,Unisex,Dress Like Alexis White,M,PYOUL Dress Like Alexis Love Like David Cosmetic Bag Makeup Bag Gift for Women (Dress Like Alexis White),,,
B096BFFG14,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TSOTMO,,,,U.dance Fluorescent,M,Live Love Dance Makeup Bag &5678 Gift Dancer Cosmetic Bags Dance Teacher Gift Makeup Travel Case (U.Dance Fluorescent),,,
B08Z45LG5B,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JTOUK,,,,Sweet 16 Life Bag Eu,S,Sweet 16 Gift Life is Beautiful Enjoy The Ride 16TH Birthday Gift Portable Travel Accessories Toiletry Bag Makeup Bag (Sweet 16 Life Bag EU),,,
B09D3C5G7J,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,Travel Accessory- Cosmetic Bag,Womens,718,,Peace Love Greys Anatomy Cosmetic Bag Greys Anatomy Inspired Gift Greys Anatomy Nursing Gift for TV Show Lover (Peace Love Greys Anatomy),,,
B097MW66ZQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YUMUN,,,,"standardized_values:White, value:White",,"12 Pieces Canvas Zipper Pouch Bags, DIY Canvas Pencil Bags, White Canvas Pencil Case, Canvas Bag with Zipper, Can be Used for DIY Handbags, DIY Gifts, Travel Cosmetic Bag, Pencil Case, Storage Bag",,,
B09J598XQC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,"standardized_values:Red, value:Red",,KEYCHIN The Vampire Diaries Inspired Gift Vampire Fandom Makeup Bag in an Emotional Relationship with The Salvatore Brothers (Salvatore Brothers-Bag),,,
B09CTLXSKK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,,Travel Accessory- Cosmetic Bag,unisex-adult,Wednesday Everyday,,"LEVLO Addams Movie Cosmetic Make Up Bag Addams Wednesday Fans Gift Addams Movie Merchandise For Women Girls, Wednesday Everyday",,,
B09SHTWY43,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Always Pocahontas,,"WZMPA Indian Princess Cosmetic Makeup Bag Princess Movie Fans Gift You Are Braver Stronger Smarter Than You Think Princess Makeup Zipper Pouch Bag For Women Girls, Always Pocahontas",,,
B09J2B5WPC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,222,,Sister Gifts from Sister Makeup Bag Friendship Gifts for Women Cosmetic Bag Sister in Law Gifts Best Friend Gift Birthday Gifts Lifelong Friendship Gifts Christmas Thanksgiving Gift Makeup Pouch,,,
B09XX8SL5V,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BNQL,"Travel, Party",,,31st Bag,,31st Birthday Gifts for Women 31 Year Old Birthday Gifts Funny Makeup Cosmetic Bag 31 Year Olds Me Unicorn (31st Bag),,,
B09WKD341X,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,Womens,"standardized_values:Beige, value:Beige",,Neat Freak Gift Cleaning is My Therapy Funny Housekeeping Makeup Bag Housekeeping Cleaning Lady Gift Dust Whisperer Gift Cleaning Squad Housekeeper Gifts,,,
B0B296G51D,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BNQL,,,,Sheep Black Bag,,BNQL Sheep Gifts Makeup Bag Cute Sheep Lover Gifts Easily Distracted by Sheep Travel Cosmetic Bag Sheep Farm Animal Gifts (Sheep Black Bag),,,
B0B1HLPLP6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:White, value:Radiologist Definition",L9 W7 H0.39,Radiologist Makeup Bag Radiologist Technician Gifts Radiology Graduation Gifts x-Ray Tech Gift Ultrasound Tech Bag Radiographer Gift (Radiologist Definition),,,
B09PBKT61W,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALLY-MAGIC,,,,1,,"Grandma Gifts Makeup Bag, Best Grandma Ever Makeup Bags for Travel, Mother's Day Gifts Grandmother Birthday Gifts Nana Gift for Mom from Granddaughter Y3NNHZB (1)",,,
B09T3H8FCG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Disney,Travel,Travel Accessory- Cosmetics Case,Girl's,"standardized_values:Pink, value:Pink",,Disney Mickey Outline Toiletry Bag Two Compartments Adaptable Pink 26 x 16 x 11 cm Polyester,,,
B09VD3JQBF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BNQL,,,,Sweet 16 Bag,,BNQL Sweet 16 Gifts for Girls Makeup Bag 16th Birthday Gifts 16 Year Old Girl Birthday Gifts Sixteen Girl Gifts Cosmetic Bag Travel Pouch (Sweet 16 Bag),,,
B09TDCLCZ4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Emibele,,,,"standardized_values:Green, value:Matcha Green",,"Emibele Makeup Brushes 12pcs, Premium Makeup Brushes Set for Foundation Concealer Eyeshadow Blending Blush Eyeliner, Synthetic Fiber bristles with PU Bag for Girls, Women, Matcha Green",,,
B09ZHWP7CG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Fatiya,"Business, Travel",,,A,,"Holographic Makeup Bag, Clear Toiletry Carry Pouch with Zipper and Portable Handle, Waterproof Cosmetic Bag for Beach, Small Make Up Case Organizer for Women Girls Traveling (A)",,,
B07L9Q44VH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,L��ssig,Travel,,girls,"standardized_values:Pink, value:Rosa",20 cm,"L��SSIG Adventure Kids toilet bag with name tag, 20 cm, 1,6 L, Tipi pink",,,
B09T34YHY2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,867,,Cheerleading Coach Gift Cheer Coach Thank You Gift Makeup Bag Cheer Mom Appreciation Gift Cheer Team Gift Cosmetic Bag Mother's Day Birthday Gift for Women Sports Mom Cheerleader Travel Makeup Pouch,,,
B071L3M63Z,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,INVODA,Travel,Travel Accessory- Cosmetic Bag,Girls,Red 1pcs,6.7 x 6.7 x 9.1 inches,INVODA Drawstring Makeup Bag Large Delicates Wash Bag Women Make Up Bag Organizer Mom Birthday Gifts for Women Best Mothers Day Gifts(Red),,,
B07FDHD1D4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Montte Di Jinne,,,,"standardized_values:Green, value:Dark Teal",L,Montte Di Jinne - | 100% Real Italian Leather| Soft | Large | Makeup Bag | Gift for Women (DARK TEAL),,,
B07B92RHKC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mossio,"Business, Travel",Travel Accessory- Toiletry Kit,unisex-adult (luggage only),Polka Dot,One Size,"Travel Toiletry Bag,Mossio Airplane Backpack Tote Organizer Insert with Handle Polka Dot",,,
B09FW5CSH7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Wrendale Designs by Hannah Dale,,,,"standardized_values:Green, value:Wrendale Green",Medium Cosmetic Bag,Wrendale Designs - 'Hare-Brained' Medium Cosmetic Bag,,,
B08WP8TDDT,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Transforming Life,,,,"standardized_values:Black, value:Black",X-Large,"Cotton Canvas Blank Bags with Zipper-Makeup, Pencil, Toiletry, Multipurpose Bags-8.4 x 4.8 inch-Pack of 10 (Black)",,,
B0B1QQDR1L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kiwochy,,,,"standardized_values:Black, value:Black",,Kiwochy Double Layer Power Bank Case Electronics Accessories Organizer Bag Organizer Power Bank Travel Case Waterproof Cable Organizer Bag Travel Electronic Bag for Cable Charger Power Bank (Black),,,
B08CBBF461,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Reisenthel,Travel,Luggage- Carry-On Luggage,Unisex,"standardized_values:Multicolour, value:Autum",23x20x10 cm,"reisenthel Autumn 1 Luggage- Carry-On Luggage, 23x20x10 cm, Autum",,,
B07YPWWY2W,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Disney,,ABS Adaptable Beauty Case,Girls,"standardized_values:Purple, value:Toiletry Bag",29x21x15,Disney Frozen Destiny awaits Adaptable Beauty Case Purple 29x21x15 cms ABS,,,
B07DRKBD71,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Homyl,,,,#K,as described,"Lipstick Case Holder With Mirror,Chinese Traditional Flower Design Makeup Jewelry Holder Box Lip Balm Carry Case Travel Choose Color - #K, as described",,,
B09ZPDR73B,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEELIYA,,,,Brown + Black 02,,Cosmetic Makeup Train Case Portable Travel Makeup Bag Makeup Brush Organizer with Adjustable Dividers for Makeup Brush Tools Toiletry Jewelry Digital Accessories (Brown + Black 02),,,
B0B68ZRGCR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Chagoo,,bag,,Double-layer Yellow,/,"Large-Capacity Travel Cosmetic Bag, Toiletry Bag for Girls Traveling with Handle and Divider (Double-Layer Yellow)",,,
B00HRRCRTQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sylvanian Families,,EPOCH Girl's Dressing Table,,"standardized_values:Multicolour, value:Multicolor",,Sylvanian Families - Girl's Dressing Table,,,
B09MYJX6XD,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:Pink, value:Pink",,"PXTIDY Funny Saying Quote Pink Makeup Bag You are Badass Keep That Shit Up Cosmetic Bag Makeup Pouch Travel Bags Funny Idea for Best Friend,Girlfriend,Sister,Boss,Coworker(Pink���",,,
B07QQQVQ7J,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Bontand,"Business, Travel",,,Style 1,L,Hanging Travel Toiletry Bag Portable Waterproof Bathroom Shower Makeup Organizer Bags Large Capacity,,,
B0B4K8PRNC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Aorta Pulmonary Artery,,Anatomy Human Heart Cardiologists Doctor Anatomical Medical Cosmetic Bag Nursing Student Gift (Aorta Pulmonary Artery),,,
B08R5NLDY6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Munbroal,,Travel Accessory- Cosmetic Bag,womens,"standardized_values:white, value:Stranger Things White",One Size,Cosmetic Bags Stranger Things Portable Makeup Bag with Zipper Toiletry Bag Hangbag Pen Organizer Case,,,
B07QMCL9HL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Ailunsnika,,,womens,Print 1,One Size,Ailunsnika Women Loose Kaftan Swimsuit Cover Up Beach Long Casual Caftan Dress - Print 1 - One Size,,,
B07S1W2DNF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Bag&Carry,,,,Turquoise Flowers,,Large Hanging Travel Cosmetic Bag For Women - Travel Toiletry And Cosmetic Makeup Bag With Many Pockets (Turquoise flowers),,,
B07P148Y6W,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Signare,,,,Cartouche,One Size,Signare Tapestry Cosmetic Bag Makeup Bag for Women with Fashion Pattern Design (Cartouche. COSM-CART),,,
B08VWG53X3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Reisenthel,,Luggage- Suitcase,Unisex,"standardized_values:Blue, value:Dark Blue",One Size,Reisenthel Vanity case-WH4059 Dark Blue One Size,,,
B07TW82VP1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mayzie Designs,,,,"standardized_values:Black, value:Black",,Personalised Elephant Pen/Pencil Accessory Case/Make Up/Cosmetic Bag *Choice of Text Colours*,,,
B078JPM2R4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Signare,Travel,,,Running Horse,One Size,Signare Tapestry Cosmetic Bag Makeup Bag for Women with Animal and Pet Designs (Whistlejacket; COSM-Whistle),,,
B09W9QFW57,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Diabadass Survival Kit B,,Diabadass Survival Kit Bag Diabetes Diabetic Supply Case Funny Diabetic Bag Gift (Diabadass Survival Kit B),,,
B07TSGTH5L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MHDGG,"Business, Travel",,,Mini Cactus,,"Makeup Bag Lazy Cosmetic Bag Travel Toiletry Bag Cosmetic Make Up Organizer Waterproof Travel Accessories for Women and Girls,Mini Cactus",,,
B09V2R8KVV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,All the Stories B,,Angelic Power Rune Storage Bag All The Stories are True Bag Gift for Fans (All The Stories B),,,
B08R4459CG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Vlando,,,,"standardized_values:Yellow, value:1. Light Yellow",,"Vlando Toiletry Bag for Women, Men & Children, Travel Toiletry Bag for Hanging, Large Cosmetic Bag with Hook, Waterproof Wash Bag (Yellow)",,,
B09LCKTGVY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Amzbeauty,"Business, Travel",,Women,"standardized_values:Beige, value:Lucky Birthday",L,Lucky Birthday Makeup Bag Lightweight Portable Cosmetic Bags Pouch Women Brushes Travel Storage Toiletry Organiser Outdoor,,,
B07Y88DZ8C,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Ivyday,Travel,,,"standardized_values:Green, value:Forest",15*7.5*12.5cm,Ivyday Women's Portable Print Make Up Bag Small Cosmetic Pouch Toiletry Bag (Forest),,,
B0839T659R,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Roxy,,Vanity case,Women's,True Black Izi,x 30 (W) x 17 (D)^Volume: 26L,"Roxy Women's Beautifully Neoprene Vanity case, True Black Izi, x 30 (W) x 17 (D)^Volume: 26L",,,
B000FYZ6UA,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Danielle,Travel,,,"standardized_values:Brown, value:Brown",,Danielle Creations Montana Men's Hang Up Caddy Bag,,,
B07RYZ1219,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Affenzahn,,,,"standardized_values:Red, value:Red",,Affenzahn Unisex Wipes Case and Dispenser,,,
B09VDFXHRK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,80_no1,,Funny Best Friends Gift Cosmetic Bag Friendship Gifts for Women Makeup Bag for Her Best Friends Birthday Gifts Halloween Thanksgiving Christmas Present for Female Friends Bestie Sister Travel Pouches,,,
B099RFF48H,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BNQL,,,,Panda Bag,L,Funny Panda Gifts Panda Zipper Bags I DO WHAT I Want Panda Makeup Bag Panda Lover Gifts Panda Pouch for Girls Toiletry Travel Bag (panda BAG),,,
B08NXMQM62,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Rxnivry,,,womens,"standardized_values:Pink, value:Pink Panda",,Pink Cute Panda Makeup Bag Cosmetic Travel Organizer Bags Case Big Portable Zip Cartoon Toiletry Storage Train Case Pouch Brush Bag Leather for Women Kids Girls,,,
B09Z2RZXPN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Galat��e,,,,White + Lipstick Box,B,Galat��e Multi-Function Make Up Case Dustproof Cosmetic Storage Box Cosmetics Skin Care Products Jewelry Organizer Case Finishing Box Bedroom Bathroom Desktop (White + Lipstick Box),,,
B01B4XQPWI,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Bric's,,Bric's Life Beauty Case Tri fold,Unisex-Adults,"standardized_values:Green, value:Olive",One Size,"Tri-fold Life Toiletry Bag, One SizeOlive",,,
B0B5DZF7HP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,PLITI,,Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:White, value:One Last Time U",,PLITI Dance Teacher Makeup Bag Dancer Cosmetic Bag Dancer Gifts Dance Team Gifts Cheer Coach Gift(One Last time U),,,
B089SBFSDG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Ipsy,,,,"standardized_values:Multicolour, value:Multicolor",,"Random Ipsy Bag With 10 Skincare/Cosmetics Products Authentic, Fresh and No Repeats.",,,
B09MKPXJK1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,chaqlin,"Business, Travel",Travel Accessory- Cosmetic Bag,Womens,"standardized_values:Blue, value:Blue Butterflies",One Size,"chaqlin Blue Butterflies Cosmetic Bags for Women,PU Leather Travel Brush Pouch Toiletry Wash Bag Half Moon Make up Bags Portable Coin Purse with Wrist Strap",,,
B082LF81B2,2022-08-08,padazhar,UK,COSMETIC_CASE,variation_parent,Deuter,,Toiletries bag,Unisex,"standardized_values:Green, value:Khaki",One Size,"Deuter Outdoor Bag Wash Center II, Black-Titan, 25 x 24 x 9 cm, 5.4 Liter",,,
B08XBFCKYP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Eono,Travel,,Unisex,"standardized_values:Blue, value:Blue",3L,"Amazon Brand ��� 3L Lightweight Make Up Bag with Compartments, Portable Cosmetic Bag Toiletry Organizer Bag with Handle for Travel, Camping, Sports & Home",,,
B09CPBXD47,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Logther,,,,"standardized_values:Multicolour, value:Multicolor",,"2Pcs Small Cosmetic Bag for Women, Cosmetic Beauty Bag, Waterproof Travel Toiletry Organizer, Zipper Makeup Pouch with Mandala Flower Patterns",,,
B015017EM0,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Fat-catz-copy-catz,,,Women's,"standardized_values:Yellow, value:Neon Yellow Silicone Pencil Case",One Size Fits All,Cute Bright Neon 5 Colours Quality Ladies Girls Long Silicone Fashion Pencil Case Cosmetic Make-up Purse Bag 20cmx10cm by Fat-catz-copy-catz (neon yellow silicone pencil case),,,
B08GV6VJ8G,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kipling,,,Women's,"standardized_values:Blue, value:True Blue Tonal",,Kipling Amalfi Toiletry Bag True Blue Tonal,,,
B08T6QL22J,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Disney,,Travel Accessory- Cosmetics Case,girls,"standardized_values:Blue, value:Magic",29x21x15 cms,Disney Frozen Adventure Of My Mind Adaptable Toiletry Bag Blue 29 x 21 x 15 cm Rigid ABS 9.14 L,,,
B09JYSSXPD,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALAZA,,,Unisex-Adults,"standardized_values:Blue, value:Sloth 022",23x17x16cm,"Make Up Bags for Women, Animal Funny Sloths Large Makeup Organiser Storage Teenage Girl Lady Vanity Cases Travel Handle Pouch with Compartments",,,
B09Q8N5HQ4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FUNYSO,,Travel Accessory- Cosmetic Bag,,Wolf Girl Uk,big,Wolf Lover Gift Wildlife Animal Lovers Howling Wolf Women Wolf Themed Cosmetic Zipper Pouch (Wolf Girl UK),,,
B092ZYT8GH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BNQL,,,,Teacher Gab,L,Teacher Zipper Pouch Teacher Gift Makeup Bag Teacher Cosmetic Bag Teacher Pencil Bag Best Teachers Get Promoted to Great Teacher Appreciation Gifts (Teacher GAB),,,
B07YW9PY7H,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,PACKISM,Travel,,Unisex Adult,"standardized_values:Multicolour, value:Multi-colored",Pack Of 5,"Clear Toiletry Bag, Packism 3 Pack TSA Approved Toiletry Bag Quart Size Bag, Travel Makeup Cosmetic Bag for Women Men, Carry on Airport Airline Compliant Bag, Multi-Colored, Pack of 5",,,
B09V7L1GF8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BAUNA,,,,Great Teacher,,BAUNA Teacher Appreciation Gift A Truly Great Teacher is Hard to Find and Important to Forget Makeup Bag Teacher Survival Kit (Great Teacher),,,
B0B6P2NNHQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sharharge,,,,Starry Sky,,"Makeup Bag Set, Travel Cosmetic Organizer��� with Zipper Toiletry Bags, for Women and Girls (Starry Sky)",,,
B076BBPD5D,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,erioctry,,,,"standardized_values:Transparent, value:Transparent",50ml,Refillable Glass Jars with Liners and Environmental Bamboo Lids Frosted Glass Cream Bottle Pot Jars Cosmetic Comtainer (50ml),,,
B08H1TBN8H,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,tophomer,,,,Random Color,3pcs,"Multi Functional Transparent Clear Jelly Bag, 1pcs Stationery Transparent Pencil Case Zipper Make up Cosmetic Bag for Children Teenager Student Storage",,,
B096D4HZ2X,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Walsey,"Business, Travel",,,"standardized_values:Grey, value:Grey",One Size,"Canvas Cosmetic Bag, 2 Pieces Printed Makeup Pouch Portable, Printed Cosmetic Handbag, Travel Toiletry Bag, Used to Store Cosmetics, Essentials for Travel, 2 Styles",,,
B082RGV14V,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Tartan Tweeds,,,mens,"standardized_values:Black, value:Black Check",One Size,Tweed Wash Bag Toiletry Bag (Black Check),,,
B0B6W3QDJ8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Chagoo,,,,Sunset Pink,,"Makeup Bag Travel Cosmetic Bag, Large Capacity Travel Cosmetic Bag, Multilayered Leather Waterproof Portable Cosmetic Bag (Sunset Pink)",,,
B0775R5W88,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LA LEELA,,Swimwear Cover Up,Women's,"standardized_values:Blue, value:Navy Blue_b805",M-L,LA LEELA Women's Plus Size Loose Shawl Kimono Chiffon Cardigan Tops Cover ups Beachwear Swimsuit Smock Casual Beach Street Long Shirts Navy Blue_B805,,,
