ASIN,Date,User ID,MP,product_type,item_classification,brand,occasion,item_type_name,department,color,size,item_name,TRP 1,Comments,seller_data
B08L4VBH2Z,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,KIKO Milano,,TRANSPARENT BEAUTY CASE 002 | Clear beauty case with inner pouch,,002 Fuchsia,,KIKO Milano Transparent Beauty Case 002 | Clear beauty case with inner pouch,,,
B0B42BY97L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Dhwuiasf,,,,"standardized_values:Blue, value:Stylish Boho Map Elephant",One Size,Stylish Boho Map Elephant Toiletry Bags for Women Travel Organizer Kit with Hanging Hook Portable Makeup Organizer Bag Toiletries,,,
B0B5D6765F,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,,Travel Accessory- Cosmetic Bag,unisex-adult,Could Be Worse Tote,,"LEVLO Funny Eeyore Quote Cosmetic Make Up Bag Eeyore Fans Gifts Could Be Worse Not Sure How But It Could Be Eeyore Makeup Zipper Pouch Bag Inspiration Gift, Could Be Worse Tote, Cosmetic Bag",,,
B07VDFJ1TK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,HURRISE,,,,"standardized_values:Red, value:Red",,Essential Oils Travel Bag - 16 Slots Portable Essential Oils Holder Organizer Container For 2Ml Essential Oil For Make-Up Pouches Cosmeticcase Bottle Storage Travel Home Use Red,,,
B071GKYZTG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ROYBENS,,,,"standardized_values:Blue, value:Blue","S, M, L","3Pcs Clear PVC Travel Toiletry Bag Set, Zipper Cosmetic Make Up Case, Waterproof Diaper Bag for Baby Extra Wet and Dry Cloth, Transparent Pouch, Craft Supplies, Beach Pool Bag Packing Organizer Blue",,,
B0B2C1MZ7V,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,VASCHY,,Travel Accessory- Packing Organizer,Unisex,"standardized_values:Grey, value:Grey",,"Toiletry Bag for Men, Vaschy Unisex Portable Wash Bag Hanging Toiletry Bag for Women with Dry & Wet Separation Pocket Water Resistant Shaving Bag for Travel, Gym, Business Trip, Camping(Grey)",,,
B097BSJJTP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,OCHEAL,,,,Rose Golden,S,"Small cosmetic bag,Portable Cute Travel Makeup Bag for Women and girls Makeup Brush Organizer cosmetics Pouch Bags -Rose Gold",,,
B0B6RGMSF5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,PURT,,,,"standardized_values:Black, value:Black",,Large-Capacity Travel Cosmetic Bag Leather Makeup Bag Waterproof Portable Cosmetic Bag Toiletry Bag for Skincare Cosmetics Toiletries With Handle and Divider (Black),,,
B09BQJHM17,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FOMIYES,Travel,,,Assorted Color,8.5X3CM,"4 Pcs Cloth Lipstick Case Holder with Mirror Cloth Organizer Bag for Purse Lipstick Holder Cosmetic Storages for Ladies (Black, White, Pink and Blue) Reusable Toiletry Bag",,,
B09JW33V92,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MIPOMALL,,Travel Accessory- Cosmetic Bag,,"standardized_values:Beige, value:Beige",,"Gifts from Wedding Planner, My Favourite Wedding Planner gave me This Bag, Birthday Gift for Women, Christmas Presents for her, Cosmetic Bag Present - cb0093",,,
B09WKCTKV6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FUNYSO,,,,"standardized_values:off-white, value:Off White",big,Admin Gift Office Worker Gift Admin Job Gift Administrator Survival Kit Cosmetic Bag Administrator Appreciation Gift (Administrator Survival UK),,,
B09WMYX2GC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,,,,Unisex,My Dreams,,Mermaid Ariel Makeup Bag Mermaid Quotes Gift Mermaid Gifts for Girls Women (My Dreams),,,
B0B4D42ZK8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,559_no10,,50th Birthday Gifts for Women Makeup Bag 50 Years Old Birthday Gifts Cosmetic Bag Happy 50th Birthday Gift for Mom Wife Friend Sister Colleague Coworker Aunt Grandma Travel Toiletry Bag,,,
B0829WQD39,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MAKE LIFE EXCLUSIVE,Travel,,,"standardized_values:Black, value:Midnight Black",,Leather Shaving Bag for Men - Leather Dopp Kit for Men & Toiletry Bag - Mens Travel Toiletry Bag - Hygiene & Grooming Kit Organizer - Cruelty-Free Leather and Hand Stitched Vanity Case,,,
B01NASAE00,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Houder,,,,"standardized_values:Blue, value:Blue Flowers",,Houder Designer Lipstick Case with Mirror for Purse - Decorative Lipstick Holder with Gift Box - Velvet Lined - Protect Your Lipsticks in Style (Blue Flowers),,,
B09V161J39,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Probably Drugs in Here,,Funny Accessory Bag There's Probably Drugs in Here Sarcastic Pouch Gift for Her (Probably Drugs in Here),,,
B09XQMMPNG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Be a Strawberry Bag,,Funny Strawberry Cosmetic Bag Strawberry Lover Gift If You Can Be a Strawberry Then Always Be a Strawberry Makeup Bag (Be a Strawberry Bag),,,
B09WK5S3PF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FUNYSO,,,,"standardized_values:off-white, value:Off White",big,Encouragement Movie Inspirational Gift Oh Captain My Captain Cosmetic Bag (OH Captain UK),,,
B09YVBCX2S,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FUNYSO,,,,"standardized_values:off-white, value:Off White",big,Red Panda Lover Gift Animal Lover Gift Red Panda Appreciation Club Cosmetic Bag Panda Bear Gift (Red Panda Appreciation UK),,,
B0B2QMQBR2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FOTAP,,,,������,,FOTAP Dancer Cosmetic Bag Dance is The Hidden Language of The Soul Zipper Makeup Bag Dance Teacher Gift Dance Lover Gift (Dance Language),,,
B09T2YY5DY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FUNYSO,,Travel Accessory- Cosmetic Bag,,Don't Let the Hard Uk,big,Thorns and Roses Court of Dreams Gift Don't Let The Hard Days Win Cosmetic Bag A Court of Mist and Fury Gift (Don't LET The Hard UK),,,
B004EPCIR0,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ZAZA,,,,"standardized_values:Black, value:Black",,Men's Black Leather Toiletry Bag/Men's Wash Bag (WB3),,,
B09VC262QN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TOBGBE,,,,���������,,"TOBGBE Album Inspired Gift Taylor Gift Let Us enjoy Sing Song Makeup Bag Singer's Merchandise Music Lover Gift, ���������, Sing Happier Bag",,,
B0B6HPCLXQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WANQIAN,,,,"standardized_values:Brown, value:Brown",,"Large-Capacity Travel Cosmetic Bag, Double Layer Cosmetic Bag, Leather Makeup Bag, Makeup Bags Portable Travel Cosmetic Bag Waterproof Organizer (Brown)",,,
B09DYM6FL4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Orbit Art Gallery,Travel,Cosmetic Bag,Unisex,"standardized_values:Brown, value:Brown",,Orbit Art Gallery Vintage Style Full Grain Leather Toiletry Bag Handmade Travel Shaving Double Set Toiletry Bag for Toiletry Cosmetics and More (Dark Brown),,,
B0B6NSNB5L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sharharge,,,,Leopard,,"Makeup Bag Set, Travel Cosmetic Organizer��� with Zipper Toiletry Bags, for Women and Girls (Leopard)",,,
B0B68T52T9,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Chagoo,,bag,,"standardized_values:Pink, value:Pink",/,"Large-Capacity Travel Cosmetic Bag, Toiletry Bag for Girls Traveling with Handle and Divider (Pink)",,,
B09BNFVX91,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CREATCABIN,,,,"standardized_values:Multicolour, value:Rainbow",,CREATCABIN Rainbow Canvas Make Up Unicorn Bags Printed Cosmetic Bag Blank DIY Craft Multi-Function Pouches with Zipper Toiletry Bag for Keys Headset Lipstick Card Women Girls Pencil Case 10x7inch,,,
B071VSTG81,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Piquadro,,,Unisex-Adults,"standardized_values:Black, value:Black",One Size,"Piquadro Modus Beauty Case, 30 cm, Black",,,
B0B3MVTCJ5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FSSTUD,,,,"standardized_values:Green, value:Green",,Travel Daisy Make Up Organiser Bag Portable Cosmetic Pouch Large Toiletry Wash Bag Makeup Brush Bag Pencil Storage Case for Women Green,,,
B08S3CV1GK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,bagsmart,Travel,,,"standardized_values:Grey, value:1-grey",���-Medium,BAGSMART Toiletry Bag for Men Water Resistance Shaving Dopp Kit Overnight Wash Bag Cosmetic Bag Bathroom Toiletries Organizer PU Leather (Grey),,,
B0B1D7GWBB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,IGINOA,"Business, Travel, Party",,,"standardized_values:Transparent, value:Clear",,Travel Bag Bottles for Toiletries Overnight 100ml 50ml 30ml Pouch Accessories for Liquid Bag Clear Packing Fluid Pouches 15pcs Airport Bags Makeup Silicone Travel Bottle Containers,,,
B09JYT7CN2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALAZA,,,Unisex-Adults,"standardized_values:Purple, value:Flowers 182",23x17x16cm,"Make Up Bags for Women, Purple Lavender Flower Bouquet Large Makeup Organiser Storage Teenage Girl Lady Vanity Cases Travel Handle Pouch with Compartments",,,
B09J52DZRJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,,Travel Accessory- Cosmetic Bag,unisex-adult,Fire Tote,,"LEVLO Hunger Movie Cosmetic Makeup Bag Hunger Movie Inspired Gift Fire Makeup Zipper Pouch Bag for Women Girls, Catching Fire Tote,",,,
B0B6NJMJZL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sharharge,,,,Zebra,,"Makeup Bag Set, Travel Cosmetic Organizer��� with Zipper Toiletry Bags, for Women and Girls (Zebra)",,,
B08QJHCXPV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FRIUSATE,,,,"standardized_values:Black, value:Black",10 ml (Pack of 15),"FRIUSATE Essential Oils Carrying Case, 15 Bottles Carrying Storage Case Travel Storage Box for Essential Oils, Hard Shell Travel Organiser Shockproof Holder Protective Bag for 5ml, 10ml Bottles",,,
B07VLKX85S,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Beaupretty,,,,As Shown,M,Beaupretty 6pcs Flower Shape Empty Makeup Containers Refillable Containers with Mirror DIY Makeup Container Case for Lipstick Lip Balm Eyeshadow (Without Alloy Pan),,,
B09YXTDL6H,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Lavaria,Travel,,,"standardized_values:Black, value:Black",,Makeup Bag Make Up Case: Cosmetic Organiser Storage Box Vanity Boxes Beauty Organizer Bags Small Travel Cosmetics Brush Set Toiletry Skin Care Holder Waterproof with Mirror for Women Pu Leather Black,,,
B0B716VHDK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Chagoo,,,,"standardized_values:Black, value:Black",,"Large-Capacity Travel Cosmetic Bag, Makeup Bag Travel Cosmetic Bag with Brushes Slots and Dividers (Black)",,,
B09J3VRBMY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Miammo,,,Women's,"standardized_values:Blue, value:Blue",S,"When all else fails take a nap funny lazy statement [FB21] make up bag - organic cosmetic wristlet case - blue, small",,,
B09FJFHRYF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,NuAngela,"Business, Travel",,,"standardized_values:Grey, value:Gray",,"NuAngela Toiletry Bag for Men Women, Hanging Dopp Kit Water Resistant, Portable Makeup Organizer Wash Cases for Bathroom Shower, Travel Shaving Kit Bags (Gray)",,,
B0B2J9V9JC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Oh Honey,,"WZMPA Drag Queen TV Show Cosmetic Makeup Bag RuPaul Fans Gift Oh Honey Makeup Zipper Pouch Bag For Women Girls, Oh Honey",,,
B09P4W3YZF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Quance,"Business, Travel",,,"standardized_values:Pink, value:Pink",17*14*20cm,"Quance cosmetic Bags -pvc Transparent Waterproof Toiletry Bag - Portable Makeup Organizer Set for Travel, Bathroom and Organizing (transparent), Pink, 17*14*20cm",,,
B0B319CDCL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CHUWAN,,,,Black Blue Peacock Feather,22.5x15x13.8cm/8.9x5.9x5.4in,Travel Makeup Cosmetic Case Organizer Portable Storage Toiletry Bag with for Cosmetics Makeup Jewelry Digital Accessories Black Blue Peacock Feather,,,
B0B6P8K5BV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sharharge,,,,Butterfly White,,"Makeup Bag Set, Travel Cosmetic Organizer��� with Zipper Toiletry Bags, for Women and Girls (Butterfly White)",,,
B086N35RD3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Quadra,,,,"standardized_values:Green, value:Olive Green",One Size,Quadra QD651 Heritage Waxed Canvas Wash Bag,,,
B07P99Q8K4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Exttlliy,,,,"standardized_values:white, value:Creamy-white",,"Exttlliy Mini Hard Shell Hard Travel Luggage Cosmetic Case, Small Portable Carrying Case Suitcase for Makeup (Creamy-White)",,,
B09T6ZDVRV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Tayqwiheva,,,,Rose-gold,M,"Cosmetic Case Vanity Case Empty Make Up Case Aluminium Beauty Case Lockable Nail Case Multi-Case, Rose-Gold, M",,,
B09NBC9SNY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Drama Girl-bag-black,,KEYCHIN Drama Gift Theater Actress Makeup Bag Broadway Comedy Tragedy Masks Gift Drama Mama Survival Kit Gift for Drama Fandom Girls (Drama Girl-Bag-Black),,,
B09J87235L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Crazy Like a Frog-bag,,KEYCHIN Frog Lover Gift Frog Cosmetic Bag Frog Animal Lover Gift Frog Owner Makeup Bag Crazy Like A Frog Travel Zipper Cosmetic Bag (Crazy Like A Frog-Bag),,,
B09Q8LGJRM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,"Business, Travel, Party",,,Rn White Bag,,Registered Nurse Makeup Bag RN Nurse Gifts Nursing Cosmetic Bags RN Student Gifts Nurse Zipper Bag Travel Toiletry Pouch Case Organizer Purse (RN White Bag),,,
B08BZJZQB4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,linomo,,,,"standardized_values:multicolour, value:Multicoloured",,Linomo Multifunctional Pencil Bag Cute Penguin Face Pencil Case Zipper Leather Passport Bag Pouch Holder Small Cosmetic Brush Makeup Bag for Travel Office School,,,
B09NBBNZ9T,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Put on the Hat-bag-black,,KEYCHIN Witch Makeup Bag Halloween Funny Gift Hocus Pocus Gift Some Days You Have to Put on The Hat Travel Zipper Cosmetic Bag (Put on The Hat-Bag-Black),,,
B07KMBRC94,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Filfeel,,,,"standardized_values:Brown, value:Brown",17.5 * 8.5 * 7.5 cm / 6.9 * 3.3 * 2.9 inch,Shaving Toiletry Bag Men's Portable Cosmetic Pouch Fashion Brown PU Leather Shaving Brush & Razor Wash Case Organizer,,,
B07V1FFVM1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Anemoner,,,,"standardized_values:Black, value:Black",3 ml,"50pcs Empty Cosmetics Container Pots Bottles Travel Plastic Jars Sample Pots for Cream, Powder, Makeup Storage (Black)",,,
B09P8RS64S,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Always Alice,,WZMPA Fairy Tale Cosmetic Bag Fairy Tale Fan Gift You are Braver Stronger Smarter Than You Think Makeup Zipper Pouch Bag for Friend Family,,,
B0B51VHVBL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,HADAVAKA,,,,"standardized_values:Blue, value:Light Blue",,"Leather Squeeze Coin Purse Pouch Change Holder for Men & Women Lambskin Pocket Cosmetic Bag, Earbud Case Storage Bag, Mini Cosmetic Bag (Light Blue)",,,
B0B2LRL8SS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LALANG,,,Unisex,"standardized_values:Blue, value:Blue",45*12cm,LALANG Wheelchair Seat Belt Restraints Straps Safety Harness Chair Waist Band Strap for Elderly Kids,,,
B091GHTKJ3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JTOUK,,,,"standardized_values:Beige, value:That Are Answered Bageu",M,Book Lover Gift to The Stars Who Listen and The Dreams That are Answered Zipper Pouch Cosmetics Bag (That are Answered BagEU),,,
B0B425Y8SR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Stubborn Doberman Tricks Sit,,Doberman Dog Zipper Pouch Bag Stubborn Doberman Tricks Cosmetic Bag Gift for Doberman Dog Lover (Stubborn Doberman Tricks SIT),,,
B0778R8JD8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Maxwell Scott,,,womens,"standardized_values:Brown, value:Chestnut Tan",One Size,Maxwell Scott | The Lorena | Makeup Brush Case | Fine Quality Leather Goods | Made in Italy | Female | Chestnut Tan,,,
B0721QQ2L9,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sorbus,,,,"standardized_values:Purple, value:Purple","4 Large, 2 Small Drawers","Sorbus�� Cosmetic Makeup and Jewelry Storage Case Display - Spacious Design - Great for Bathroom, Dresser, Vanity and Countertop (4 Large, 2 Small Drawers, Purple)",,,
B098QY6KZR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Lekesky,"Business, Travel",Travel Accessory- Toiletry Kit,unisex-adult,"standardized_values:Black, value:Black",,"Lekesky Travel Toiletry Bag with Hanging Hook for Women and Men, Black,",,,
B0948YNJFW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,,Travel Accessory- Cosmetic Bag,womens,First My Sister,L,LEVLO Sisters Friendship Cosmetic Make Up Bag Sisters Friend Gift First My Sister Forever My Friend Makeup Zipper Pouch Bag for Women Girls(First My Sister),,,
B09Y5SH7LS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Balakaka,,,,Rose Gold,,"Balakaka Cosmetic Travel Case Portable Hard Shell Water Proof Travel Makeup Case, Hand Luggage Cosmetic case with Clip-on Function, Toiletry Case with Zipper Cosmetic Bag for Women Girl",,,
B0B4D5KYK7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,573_no1,,Thank You Boss Leaders Gifts for Women Cosmetic Bag Appreciation Gifts for Boss Leaders Makeup Bag Boss Day Christmas Birthday Gift for Leader Boss Supervisor PM Mentor Leaving Retirement Gift,,,
B09MLLYZ59,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,,,,,"standardized_values:Blue, value:Navy",,"OrgaWise Hanging Toiletry Bag Women Ladies Wash Bag Unisex Cosmetic Bag Travel Bag with Hook for Waterproof Toiletry Bag, navy, 1pc, Toiletry bag",,,
B0B68JDPPP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Chagoo,,bag,,"standardized_values:Brown, value:Brown",/,"Large-Capacity Travel Cosmetic Bag, Toiletry Bag for Girls Traveling with Handle and Divider (Brown)",,,
B09G9824QJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Logther,Travel,,,No,,"Cosmetic Storage Bag, Portable Cosmetic Storage Bag, Large Cosmetic Bag, Make Up Case Organizer for Women, for Women and Girls, Nail Polish and Cosmetic Accessories",,,
B08VW5434L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Katie Loxton,,,Women's,"standardized_values:Beige, value:Nude",6 x 9.5 x 3,Katie Loxton Colour Pop Follow Your Heart Womens Vegan Leather Cosmetic Toiletry Wash Bag Nude,,,
B08JLX1ZMZ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SUNNEE,"Casual, Travel, Party",,,4,One Size,Mermaid Makeup Bag Cosmetic Organizer Bag Waterproof Bag Toiletry Pouch for Women and Girls Birthday Gift (4),,,
B08FWY738B,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SDASDW,Travel,,,Multi03,18.5x7.5x13cm/7.3x3x5.1in,Giraffe Small Makeup Bag/Cosmetic Bag Travel Cosmetic Bags,,,
B09FZ4LSPK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,AUTUUCKEE,,,,"standardized_values:Green, value:Mint Green",free size,AUTUUCKEE Makeup Bags Travel Cosmetic Cases Waterproof Make up Organizer Toiletry Bag Detachable Small Bag(Mint Green),,,
B09ZHWSYQX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Black Limba,"Business, Travel",Multi-purpose Toil,Women's,"standardized_values:Blue, value:China Blue",One Size,Black Limba Carissa Multi-Purpose Neoprene Toiletry Bag with Rubber Handle,,,
B09PGCFM8F,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Haikyuu Friends,,"WZMPA Haikyu Anime Cosmetic Makeup Bag Kotaro Tetsuro Keiji Hinata Fans Gift Haikyu Cosplay Makeup Zipper Pouch Bag For Women Girls, Haikyuu Friends",,,
B0B611M16N,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,,,"standardized_values:off-white, value:Off White",,School Bus Driver Appreciation Gifts Bus Makeup Bag Thank You Gift for Bus Driver Cosmetics Bag School Bus Driver Back to School Gift Christmas Birthday Gift for School Bus Driver Women Travel Pouch,,,
B0B4NNRVTX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,"womens, unisex-adult",Frienddont Lie,,"WZMPA Stranger TV Show Cosmetic Makeup Bag Group Shot Bike Ride Red Friends Gifts My Friends Don't Lie Zipper Pouch Bag For Women Girls, FriendDont Lie",,,
